id,context,question,answer_text,start_position
,"테스켈로사우루스는 중생대 백악기 후기, 오늘날 북아메리카 대륙에 서식한 4족보행의 초식공룡이다. 학명은 훌륭한 도마뱀, 기이한 도마뱀이라는 뜻을 갖고 있다. 화석은 캐나다의 앨버타주, 미국의 몬태나주에서 발견되었다. 전체 몸 길이는 약3m~4m, 체중은 300kg정도 되었을 것으로 추정된다. 머리가 작고, 아래턱 앞부분에 이빨이 있다. 앞다리는 짧고, 발가락이 5개 있다. 뒷다리는 대퇴부 부위가 길다. 꼬리도 단단하고 긴 편이다. 2심방2심실의 심장이 화석에서 발견된 예도 있다. 심장같은 부위는 잘 발견되지 않는다.",테스켈로사우루스는 몇 족 보행을 하는가?,4족보행,40
,"텔마토사우루스는 중생대 백악기 후기에 서식한 초식공룡이다. 몸 전체 길이는 약 5m, 높이는 2m, 체중은 450kg정도로 추정된다. 화석은 오늘날의 루마니아 부근에서 발견되었다.",텔마토사우루스의 화석은 어디에서 발견되었는가?,루마니아,84
,"텔마토사우루스는 중생대 백악기 후기에 서식한 초식공룡이다. 몸 전체 길이는 약 5m, 높이는 2m, 체중은 450kg정도로 추정된다. 화석은 오늘날의 루마니아 부근에서 발견되었다.",텔마토사우루스의 체중은?,450kg,60
,"텔마토사우루스는 중생대 백악기 후기에 서식한 초식공룡이다. 몸 전체 길이는 약 5m, 높이는 2m, 체중은 450kg정도로 추정된다. 화석은 오늘날의 루마니아 부근에서 발견되었다.",텔마토사우루스의 몸 길이는?,5m,44
,"토로사우루스는 황소 공룡이라는 뜻으로, 지금까지 지구상에 살았던 동물 중 가장 큰 머리를 가졌다. 머리 크기가 무려 2.5m가 넘고, 그 머리에 황소 같은 뿔이 세 개나 달려 있다. 눈 위에 있는 두 개의 뿔은 매우 크지만 코 위에 있는 뿔은 작다. 목에는 커다란 장식이 있는데 정확하게 무슨 용도로 사용되었는지는 알 수 없다. 다만 적을 위협하거나, 어떤 색깔이 있어 암컷을 유혹하는데 쓰였을 것으로 짐작된다. 몸집의 크기도 각룡의 무리 중 트리케라톱스 다음으로 크다. 무거운 몸을 지탱하기 위해 다리는 코끼리의 다리처럼 튼튼하고 꽤 빠른 속도로 움직였을 것으로 보인다. 성질은 온순했고 무리를 지어 살았다. 크기는 7~8m이고 식성은 초식성이다. 발견지는 북아메리카이다.",토로사우루스의 의미는 무엇인가?,황소 공룡,8
,"토로사우루스는 황소 공룡이라는 뜻으로, 지금까지 지구상에 살았던 동물 중 가장 큰 머리를 가졌다. 머리 크기가 무려 2.5m가 넘고, 그 머리에 황소 같은 뿔이 세 개나 달려 있다. 눈 위에 있는 두 개의 뿔은 매우 크지만 코 위에 있는 뿔은 작다. 목에는 커다란 장식이 있는데 정확하게 무슨 용도로 사용되었는지는 알 수 없다. 다만 적을 위협하거나, 어떤 색깔이 있어 암컷을 유혹하는데 쓰였을 것으로 짐작된다. 몸집의 크기도 각룡의 무리 중 트리케라톱스 다음으로 크다. 무거운 몸을 지탱하기 위해 다리는 코끼리의 다리처럼 튼튼하고 꽤 빠른 속도로 움직였을 것으로 보인다. 성질은 온순했고 무리를 지어 살았다. 크기는 7~8m이고 식성은 초식성이다. 발견지는 북아메리카이다.",토로사우루스의 머리 크기는?,2.5m,65
,"토로사우루스는 황소 공룡이라는 뜻으로, 지금까지 지구상에 살았던 동물 중 가장 큰 머리를 가졌다. 머리 크기가 무려 2.5m가 넘고, 그 머리에 황소 같은 뿔이 세 개나 달려 있다. 눈 위에 있는 두 개의 뿔은 매우 크지만 코 위에 있는 뿔은 작다. 목에는 커다란 장식이 있는데 정확하게 무슨 용도로 사용되었는지는 알 수 없다. 다만 적을 위협하거나, 어떤 색깔이 있어 암컷을 유혹하는데 쓰였을 것으로 짐작된다. 몸집의 크기도 각룡의 무리 중 트리케라톱스 다음으로 크다. 무거운 몸을 지탱하기 위해 다리는 코끼리의 다리처럼 튼튼하고 꽤 빠른 속도로 움직였을 것으로 보인다. 성질은 온순했고 무리를 지어 살았다. 크기는 7~8m이고 식성은 초식성이다. 발견지는 북아메리카이다.",토로사우루스의 식성은?,초식성,357
,"투오지앙고사우루스는 중생대 쥐라기 후기에 서식했던 초식공룡이다. 조반목-검용하목-사우루스과에 속한다. 학명은 중국의 화석발견지의 지명에서 유래하여 투오지앙의 도마뱀이라고 하는 의미를 갖는다. 몸 전체 길이는 약 6m~7m, 높이는 2m~2.5m, 체중은 2.5t~4t가량 나갔을 것으로 추정된다. 어깨부분에 가시가 돋아 있는 검룡으로 목 부분은 다른 검룡보다 머리를 낮게 유지할 수 있는 구조로 되어 있어 지면의 식물을 주로 먹고 생활했을 것으로 추측된다. 4족보행이지만 2족으로 일어설 수도 있었다.",투오지앙고사우루스는 언제 서식했던 공룡인가?,중생대 쥐라기 후기,11
,"투오지앙고사우루스는 중생대 쥐라기 후기에 서식했던 초식공룡이다. 조반목-검용하목-사우루스과에 속한다. 학명은 중국의 화석발견지의 지명에서 유래하여 투오지앙의 도마뱀이라고 하는 의미를 갖는다. 몸 전체 길이는 약 6m~7m, 높이는 2m~2.5m, 체중은 2.5t~4t가량 나갔을 것으로 추정된다. 어깨부분에 가시가 돋아 있는 검룡으로 목 부분은 다른 검룡보다 머리를 낮게 유지할 수 있는 구조로 되어 있어 지면의 식물을 주로 먹고 생활했을 것으로 추측된다. 4족보행이지만 2족으로 일어설 수도 있었다.",투오지앙고사우루스의 학명은 어떤 의미인가?,투오지앙의 도마뱀,82
,"투오지앙고사우루스는 중생대 쥐라기 후기에 서식했던 초식공룡이다. 조반목-검용하목-사우루스과에 속한다. 학명은 중국의 화석발견지의 지명에서 유래하여 투오지앙의 도마뱀이라고 하는 의미를 갖는다. 몸 전체 길이는 약 6m~7m, 높이는 2m~2.5m, 체중은 2.5t~4t가량 나갔을 것으로 추정된다. 어깨부분에 가시가 돋아 있는 검룡으로 목 부분은 다른 검룡보다 머리를 낮게 유지할 수 있는 구조로 되어 있어 지면의 식물을 주로 먹고 생활했을 것으로 추측된다. 4족보행이지만 2족으로 일어설 수도 있었다.",투오지앙고사우루스는 주로 무엇을 먹고 생활했는가?,식물,231
,"트로오돈은 구부러진 이빨이란 뜻이다. 이 공룡은 머리가 아주 좋았던 것으로 보인다. 왜냐하면 몸에 비해 뇌의 크기가 공룡 중에서 가장 커 새에 비교할 만하다. 몸의 구조도 파충류보다는 오히려 새에 가깝고 눈도 크다. 입에는 작고 날카로운 이빨이 나 있는데, 이 이빨의 모습도 초창기 새의 이빨과 비슷하다. 턱이 약하게 생긴 것으로 보아 큰 동물을 사냥하지는 못했고 포유류나 곤충 등 작은 동물을 잡아먹었을 것이다. 앞다리는 뒷다리에 비해 짧지만 세 개의 발가락이 있어 먹이를 쥘 수 있었고, 크고 길며 튼튼한 뒷다리에는 갈고리처럼 생긴 발톱이 있어 사냥감을 향해 높이 뛰어올라 이 발톱으로 공격하였다. 생존시대는 백악기 후기이며, 크기는 2m이다.",트로오돈의 의미는?,구부러진 이빨,6
,"트로오돈은 구부러진 이빨이란 뜻이다. 이 공룡은 머리가 아주 좋았던 것으로 보인다. 왜냐하면 몸에 비해 뇌의 크기가 공룡 중에서 가장 커 새에 비교할 만하다. 몸의 구조도 파충류보다는 오히려 새에 가깝고 눈도 크다. 입에는 작고 날카로운 이빨이 나 있는데, 이 이빨의 모습도 초창기 새의 이빨과 비슷하다. 턱이 약하게 생긴 것으로 보아 큰 동물을 사냥하지는 못했고 포유류나 곤충 등 작은 동물을 잡아먹었을 것이다. 앞다리는 뒷다리에 비해 짧지만 세 개의 발가락이 있어 먹이를 쥘 수 있었고, 크고 길며 튼튼한 뒷다리에는 갈고리처럼 생긴 발톱이 있어 사냥감을 향해 높이 뛰어올라 이 발톱으로 공격하였다. 생존시대는 백악기 후기이며, 크기는 2m이다.",트로오돈은 어떤 동물에 비교할 만한가?,새,77
,"트로오돈은 구부러진 이빨이란 뜻이다. 이 공룡은 머리가 아주 좋았던 것으로 보인다. 왜냐하면 몸에 비해 뇌의 크기가 공룡 중에서 가장 커 새에 비교할 만하다. 몸의 구조도 파충류보다는 오히려 새에 가깝고 눈도 크다. 입에는 작고 날카로운 이빨이 나 있는데, 이 이빨의 모습도 초창기 새의 이빨과 비슷하다. 턱이 약하게 생긴 것으로 보아 큰 동물을 사냥하지는 못했고 포유류나 곤충 등 작은 동물을 잡아먹었을 것이다. 앞다리는 뒷다리에 비해 짧지만 세 개의 발가락이 있어 먹이를 쥘 수 있었고, 크고 길며 튼튼한 뒷다리에는 갈고리처럼 생긴 발톱이 있어 사냥감을 향해 높이 뛰어올라 이 발톱으로 공격하였다. 생존시대는 백악기 후기이며, 크기는 2m이다.",토로오돈 앞다리의 발가락은 몇 개인가?,세 개,249
,"트로페오그나투스는 중생대 백악기 전기, 오늘날 남아메리카 대륙에 서식한 익룡이다. 화석은 브라질에서 발견되었다. 전체 몸길이는 최대 6m정도 되었을 것으로 추정된다. 트로페오그나투스는 다른 익룡에 비해 날개가 커서 날개짓을 하기 보다는 상승 기류를 타고 날아다녔을 것으로 추측된다. 부리에는 오르니토케이루스와 비슷한 볏이 있다. 물고기를 주식으로 하는 육식성 공룡이다.",트로페오그나투스의 화석은 어디에서 발견되었는가?,브라질,50
,"트로페오그나투스는 중생대 백악기 전기, 오늘날 남아메리카 대륙에 서식한 익룡이다. 화석은 브라질에서 발견되었다. 전체 몸길이는 최대 6m정도 되었을 것으로 추정된다. 트로페오그나투스는 다른 익룡에 비해 날개가 커서 날개짓을 하기 보다는 상승 기류를 타고 날아다녔을 것으로 추측된다. 부리에는 오르니토케이루스와 비슷한 볏이 있다. 물고기를 주식으로 하는 육식성 공룡이다.",트로페이그나투스는 어디에 서식했는가?,남아메리카,26
,"트로페오그나투스는 중생대 백악기 전기, 오늘날 남아메리카 대륙에 서식한 익룡이다. 화석은 브라질에서 발견되었다. 전체 몸길이는 최대 6m정도 되었을 것으로 추정된다. 트로페오그나투스는 다른 익룡에 비해 날개가 커서 날개짓을 하기 보다는 상승 기류를 타고 날아다녔을 것으로 추측된다. 부리에는 오르니토케이루스와 비슷한 볏이 있다. 물고기를 주식으로 하는 육식성 공룡이다.",트로페오그나투스의 주식은 무엇인가?,물고기,184
,"트레케라톱스는 세 개의 뿔이 있는 얼굴이라는 뜻으로, 프릴까지 포함하면 머리 길이가 2m에 달한다. 코 위에 짧은 뿔이 하나 있고, 이마에 길이가 1m가 넘는 큰 뿔이 두 개 있다. 이 뿔은 육식 공룡의 공격을 막는 데 주로 사용하였고, 수컷이 암컷을 차지하기 위해 힘 자랑할 때도 사용하였다. 화석에서 이 뿔이 부러져 있는 것이 많이 발견되는데, 육식 공룡의 공격을 받으면 무지막지하게 돌진했던 것 같다. 프릴에도 삐죽삐죽한 돌기가 있다. 각룡 중에서는 가장 몸집이 크고 무거웠다. 당시에는 가장 흔하게 볼 수 있는 공룡 중 하나였는데, 무리 지어살며 나뭇잎, 구과류 등을 먹었다. 입이 앵무새 부리처럼 생겼고, 턱이 잘 발달하였으며, 입 안에는 가위처럼 생긴 날카로운 이빨이 있어 아무리 질긴 식물이라도 쉽게 잘라먹었다. 번식력이 뛰어나 최후까지 살아 남은 공룡 중 하나이다. 발견지는 북아메리카이다.",트레케라톱스의 이빨은 무엇처럼 생겼는가?,가위,363
,"트레케라톱스는 세 개의 뿔이 있는 얼굴이라는 뜻으로, 프릴까지 포함하면 머리 길이가 2m에 달한다. 코 위에 짧은 뿔이 하나 있고, 이마에 길이가 1m가 넘는 큰 뿔이 두 개 있다. 이 뿔은 육식 공룡의 공격을 막는 데 주로 사용하였고, 수컷이 암컷을 차지하기 위해 힘 자랑할 때도 사용하였다. 화석에서 이 뿔이 부러져 있는 것이 많이 발견되는데, 육식 공룡의 공격을 받으면 무지막지하게 돌진했던 것 같다. 프릴에도 삐죽삐죽한 돌기가 있다. 각룡 중에서는 가장 몸집이 크고 무거웠다. 당시에는 가장 흔하게 볼 수 있는 공룡 중 하나였는데, 무리 지어살며 나뭇잎, 구과류 등을 먹었다. 입이 앵무새 부리처럼 생겼고, 턱이 잘 발달하였으며, 입 안에는 가위처럼 생긴 날카로운 이빨이 있어 아무리 질긴 식물이라도 쉽게 잘라먹었다. 번식력이 뛰어나 최후까지 살아 남은 공룡 중 하나이다. 발견지는 북아메리카이다.",트레케라톱스의 입은 무엇처럼 생겼는가?,앵무새 부리,330
,"트레케라톱스는 세 개의 뿔이 있는 얼굴이라는 뜻으로, 프릴까지 포함하면 머리 길이가 2m에 달한다. 코 위에 짧은 뿔이 하나 있고, 이마에 길이가 1m가 넘는 큰 뿔이 두 개 있다. 이 뿔은 육식 공룡의 공격을 막는 데 주로 사용하였고, 수컷이 암컷을 차지하기 위해 힘 자랑할 때도 사용하였다. 화석에서 이 뿔이 부러져 있는 것이 많이 발견되는데, 육식 공룡의 공격을 받으면 무지막지하게 돌진했던 것 같다. 프릴에도 삐죽삐죽한 돌기가 있다. 각룡 중에서는 가장 몸집이 크고 무거웠다. 당시에는 가장 흔하게 볼 수 있는 공룡 중 하나였는데, 무리 지어살며 나뭇잎, 구과류 등을 먹었다. 입이 앵무새 부리처럼 생겼고, 턱이 잘 발달하였으며, 입 안에는 가위처럼 생긴 날카로운 이빨이 있어 아무리 질긴 식물이라도 쉽게 잘라먹었다. 번식력이 뛰어나 최후까지 살아 남은 공룡 중 하나이다. 발견지는 북아메리카이다.",트레케라톱스의 이마에 있는 뿔은 몇 개인가?,두 개,94
